Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"dev.multistack.app.config.CorsConfigTest.apiCorsChecksOrigin","admits a configured dev server origin and rejects an unknown one","passed","71ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.apiCorsAllowsSameHostOrigin","admits the deployment host when Origin matches the request Host","passed","1ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.apiCorsAllowsOriginPatterns","applies the configured origin patterns on /api/**","passed","5ms",,,,,"CorsConfig",,"Security","CORS",
"tests.testinfra.LocalChromePinTest.applyRejectsBlankBrowserVersion","apply refuses to fall back to system Chrome","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.testinfra.LocalChromePinTest.applyRejectsForeignMajor","apply rejects a browserVersion from another major","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"frontend-typescript-react:src/test/lib/stack-matrix.test.ts#stack-matrix selection builds a board href that stays on /stack/","builds a board href that stays on /stack/","passed","1ms",,,"expect(""/stack/?backend=backend-python-flask&frontend=frontend-javascript-vue"").toBe(""/stack/?backend=backend-python-flask&frontend=frontend-javascript-vue"") passed (0s)","stack-matrix selection","stack-matrix selection",,"autotests-ai-multistack-app,autotests-ai-multistack-app","stack-matrix selection",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","76ms",,,"expect(6).toBe(6) passed (0s)
 expect(6).toBe(6) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register"",""header-menu-nav-stack"",""header-menu-nav-stage"",""header-menu-nav-prod""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register"",""header-menu-nav-stack"",""header-menu-nav-stage"",""header-menu-nav-prod""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"autotests-ai-multistack-app,autotests-ai-multistack-app","canonical header.js — mobile burger menu",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","71ms",,,"expect({""__reactFiber$dkbq6a59t07"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (0s)
 expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
  expect([]).toHaveLength(0) passed (0s)
   expect(null).not.toBeInTheDocument() passed (0s)
    expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"tests.e2e.DeleteAccountTests.cancellingConfirmKeepsSession","Cancelling the confirm keeps the session and sends no delete request","passed","11s 726ms",,,"API: register user echodouglas_239277 passed (639ms)
 Open home page with local storage authentication passed (2s 213ms)
   API: login as echodouglas_239277 passed (598ms)
  Verify welcome message: Welcome, echodouglas_239277! passed (1s 515ms)
   Click delete account and cancel the confirm passed (2s 141ms)
    Verify welcome message: Welcome, echodouglas_239277! passed (1s 258ms)
     Verify auth token remains in localStorage passed (490ms)
      API: login as echodouglas_239277 passed (598ms)",,"Delete account",,"Authentication","Delete account",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage clears invalid session and keeps welcome hidden","clears invalid session and keeps welcome hidden","passed","68ms",,,"expect({""__reactFiber$dkbq6a59t07"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (0s)
 expect({""__reactFiber$dkbq6a59t07"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).not.toBeVisible() passed (11ms)
  expect(null).toBeNull() passed (1ms)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage clears the session when the delete call is rejected","clears the session when the delete call is rejected","passed","49ms",,,"expect({""__reactFiber$dkbq6a59t07"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,... <truncated>).toBeInTheDocument() passed (0s)
 expect({""__reactFiber$dkbq6a59t07"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":null,""sibling"":null,""index... <truncated>).toBeInTheDocument() passed (0s)
  expect(null).toBeNull() passed (0s)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"frontend-typescript-react:src/test/lib/auth.test.ts#deleteAccount clears the stored token when the API rejects the call","clears the stored token when the API rejects the call","passed","1ms",,,"expect(null).toBeNull() passed (0s)","deleteAccount","deleteAccount",,"autotests-ai-multistack-app,autotests-ai-multistack-app","deleteAccount",
"frontend-typescript-react:src/test/lib/auth.test.ts#deleteAccount clears the stored token when the network call fails","clears the stored token when the network call fails","passed","1ms",,,"expect(null).toBeNull() passed (0s)
 expect(null).toBeNull() passed (0s)","deleteAccount","deleteAccount",,"autotests-ai-multistack-app,autotests-ai-multistack-app","deleteAccount",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu closes menu when a menu nav link is clicked","closes menu when a menu nav link is clicked","passed","59ms",,,"expect(6).toBe(6) passed (0s)
 expect(6).toBe(6) passed (0s)
  expect(false).toBe(false) passed (0s)
   expect(true).toBe(true) passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"autotests-ai-multistack-app,autotests-ai-multistack-app","canonical header.js — mobile burger menu",
"tests.testinfra.AllureHttpHtmlTest.coloredFtlSurvivesAllureIframeWithoutThemeIslands","coloredFtlSurvivesAllureIframeWithoutThemeIslands()","passed","558ms",,,,,"tests.testinfra.AllureHttpHtmlTest",,,,
"tests.testinfra.LocalChromePinTest.configuredBrowserVersionMatchesPin","configured browserVersion stays on the pinned major","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.e2e.DeleteAccountTests.confirmingDeleteClearsSessionAndNavigatesToLogin","Confirming delete account clears the session and navigates to login","passed","16s 753ms",,,"API: register user raulgreenholt_603143 passed (3s 252ms)
 Open home page with local storage authentication passed (2s 334ms)
   API: login as raulgreenholt_603143 passed (624ms)
  Verify welcome message: Welcome, raulgreenholt_603143! passed (1s 555ms)
   Verify session panel offers logout and delete account passed (2s 531ms)
    Click delete account and confirm passed (2s 203ms)
     Verify form title message: Login Form passed (753ms)
      Verify auth token was cleared from localStorage passed (491ms)",,"Delete account",,"Authentication","Delete account",
"dev.multistack.app.config.SecurityChainTest.corsPreflightAllowsConfiguredOrigin","CORS preflight for /api/items answers the configured dev origin","passed","27ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"dev.multistack.app.config.CorsConfigTest.corsForRequestIgnoresForeignOrigin","corsForRequest does not admit a foreign origin from another host","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.corsForRequestSkipsNonApiPaths","corsForRequest ignores non-API paths and null requests","passed","1ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.UserSeederTest.createsSeedUserWhenMissing","creates seed user when missing","passed","238ms",,,,,"UserSeeder",,"Authentication","User seeder",
"dev.multistack.app.service.JwtServiceTest.tokenRoundtrip","createToken and extractUsername roundtrip","passed","3ms",,,,,"JwtService",,"Authentication","JWT",
"tests.testinfra.TokensCssTest.defaultTokensPathResolvesExistingFile","defaultTokensPath resolves an existing tokens.css","passed","1ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"tests.api.AuthApiTests.deleteRemovesAccount","DELETE /api/auth/me removes the account: repeated login is rejected","passed","1s 751ms",,,"API: register user tawnyalebsack_681002 passed (639ms)
 API: delete current account passed (552ms)",,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.deleteAccountReturnsNoContent","DELETE /api/auth/me removes the authenticated account with 204","passed","23ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.deleteWithoutToken","DELETE /api/auth/me without a token returns 401","passed","536ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.deleteAccountRequiresAuthentication","DELETE /api/auth/me without token returns 401","passed","8ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.NoteApiTests.deleteReturns204","DELETE /api/note returns 204","passed","3s 381ms",,,"API: register user blakegoyette_212744 passed (600ms)
 API: PUT /api/note passed (551ms)",,"Note API",,"Note","Note",
"dev.multistack.app.controller.NoteControllerTest.deleteReturnsNoContent","DELETE /api/note returns 204","passed","9ms",,,,,"NoteController,slice",,"Note","NoteController",
"tests.api.NoteApiTests.deleteMissingReturns404","DELETE /api/note returns 404 when the user has no note","passed","2s 311ms",,,"API: register user reannatillman_783016 passed (597ms)",,"Note API",,"Note","Note",
"dev.multistack.app.service.NoteServiceTest.deleteRemovesNote","delete removes the existing note","passed","2ms",,,,,"NoteService",,"Note","NoteService",
