Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"dev.multistack.app.config.CorsConfigTest.apiCorsChecksOrigin","admits a configured dev server origin and rejects an unknown one","passed","71ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.apiCorsAllowsSameHostOrigin","admits the deployment host when Origin matches the request Host","passed","1ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.apiCorsAllowsOriginPatterns","applies the configured origin patterns on /api/**","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"tests.testinfra.LocalChromePinTest.applyRejectsBlankBrowserVersion","apply refuses to fall back to system Chrome","passed","2ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.testinfra.LocalChromePinTest.applyRejectsForeignMajor","apply rejects a browserVersion from another major","passed","2ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu builds menu with nav, search, and github links","builds menu with nav, search, and github links","passed","45ms",,,"expect(5).toBe(5) passed (0s)
 expect(5).toBe(5) passed (0s)
  expect({}).not.toBeNull() passed (0s)
   expect([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register"",""header-menu-nav-stage"",""header-menu-nav-prod""]).toEqual([""header-menu-nav-home"",""header-menu-nav-login"",""header-menu-nav-register"",""header-menu-nav-stage"",""header-menu-nav-prod""]) passed (0s)
    expect({}).not.toBeNull() passed (0s)
     expect({}).not.toBeNull() passed (0s)
      expect({}).not.toBeNull() passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"autotests-ai-multistack-app,autotests-ai-multistack-app","canonical header.js — mobile burger menu",
"frontend-typescript-react:src/test/pwa/pwa-register.test.ts#pwa-register controllerchange reload calls onRegistered after a successful register","calls onRegistered after a successful register","passed","1ms",,,"expect([Function Mock]).toHaveBeenCalled() passed (0s)","pwa-register controllerchange reload","pwa-register controllerchange reload",,"autotests-ai-multistack-app,autotests-ai-multistack-app","pwa-register controllerchange reload",
"frontend-typescript-react:src/test/pwa/pwa-register.test.ts#pwa-register controllerchange reload calls onRegisterError when register rejects","calls onRegisterError when register rejects","passed","54ms",,,"expect([Function Mock]).toHaveBeenCalled() failed (1ms)
 expect([Function Mock]).toHaveBeenCalled() passed (0s)
  expect([Function warn]).toHaveBeenCalled() passed (0s)","pwa-register controllerchange reload","pwa-register controllerchange reload",,"autotests-ai-multistack-app,autotests-ai-multistack-app","pwa-register controllerchange reload",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage cancelling the confirm keeps the session and sends no delete request","cancelling the confirm keeps the session and sends no delete request","passed","43ms",,,"expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).toBeInTheDocument() passed (0s)
 expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).toBeInTheDocument() passed (0s)
  expect([Function bound ]).toHaveBeenCalledOnce() passed (0s)
   expect([]).toHaveLength(0) passed (0s)
    expect(null).not.toBeInTheDocument() passed (0s)
     expect(""valid-token"").toBe(""valid-token"") passed (0s)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"tests.e2e.DeleteAccountTests.cancellingConfirmKeepsSession","Cancelling the confirm keeps the session and sends no delete request","passed","7s 192ms",,,"API: register user walkerkuhlman_970217 passed (440ms)
 Open home page with local storage authentication passed (1s 410ms)
   API: login as walkerkuhlman_970217 passed (437ms)
  Verify welcome message: Welcome, walkerkuhlman_970217! passed (820ms)
   Click delete account and cancel the confirm passed (1s 204ms)
    Verify welcome message: Welcome, walkerkuhlman_970217! passed (707ms)
     Verify auth token remains in localStorage passed (270ms)
      API: login as walkerkuhlman_970217 passed (449ms)",,"Delete account",,"Authentication","Delete account",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage clears invalid session and keeps welcome hidden","clears invalid session and keeps welcome hidden","passed","52ms",,,"expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).toBeInTheDocument() passed (0s)
 expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).not.toBeVisible() passed (8ms)
  expect(null).toBeNull() passed (0s)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"frontend-typescript-react:src/test/pages/HomePage.test.tsx#HomePage clears the session when the delete call is rejected","clears the session when the delete call is rejected","passed","39ms",,,"expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).toBeInTheDocument() passed (0s)
 expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":""[Object]"",""sibling"":null,""... <truncated>).toBeInTheDocument() passed (0s)
  expect({""__reactFiber$zz0xnio65e"":{""tag"":5,""key"":null,""elementType"":""div"",""type"":""div"",""stateNode"":""[Circular]"",""return"":""[Object]"",""child"":null,""sibling"":null,""index""... <truncated>).toBeInTheDocument() passed (0s)
   expect(null).toBeNull() passed (0s)","HomePage","HomePage",,"autotests-ai-multistack-app,autotests-ai-multistack-app","HomePage",
"frontend-typescript-react:src/test/lib/auth.test.ts#deleteAccount clears the stored token when the API rejects the call","clears the stored token when the API rejects the call","passed","0s",,,"expect(null).toBeNull() passed (0s)","deleteAccount","deleteAccount",,"autotests-ai-multistack-app,autotests-ai-multistack-app","deleteAccount",
"frontend-typescript-react:src/test/lib/auth.test.ts#deleteAccount clears the stored token when the network call fails","clears the stored token when the network call fails","passed","0s",,,"expect(null).toBeNull() passed (0s)
 expect(null).toBeNull() passed (0s)","deleteAccount","deleteAccount",,"autotests-ai-multistack-app,autotests-ai-multistack-app","deleteAccount",
"frontend-typescript-react:src/test/header-active-nav.test.ts#canonical header.js — mobile burger menu closes menu when a menu nav link is clicked","closes menu when a menu nav link is clicked","passed","49ms",,,"expect(5).toBe(5) passed (0s)
 expect(5).toBe(5) passed (0s)
  expect(false).toBe(false) passed (0s)
   expect(true).toBe(true) passed (0s)","canonical header.js — mobile burger menu","canonical header.js — mobile burger menu",,"autotests-ai-multistack-app,autotests-ai-multistack-app","canonical header.js — mobile burger menu",
"tests.testinfra.AllureHttpHtmlTest.coloredFtlSurvivesAllureIframeWithoutThemeIslands","coloredFtlSurvivesAllureIframeWithoutThemeIslands()","passed","586ms",,,,,"tests.testinfra.AllureHttpHtmlTest",,,,
"tests.testinfra.LocalChromePinTest.configuredBrowserVersionMatchesPin","configured browserVersion stays on the pinned major","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.e2e.DeleteAccountTests.confirmingDeleteClearsSessionAndNavigatesToLogin","Confirming delete account clears the session and navigates to login","passed","12s 43ms",,,"API: register user khalilahmertz_080196 passed (3s 152ms)
 Open home page with local storage authentication passed (1s 573ms)
   API: login as khalilahmertz_080196 passed (484ms)
  Verify welcome message: Welcome, khalilahmertz_080196! passed (912ms)
   Verify session panel offers logout and delete account passed (1s 411ms)
    Click delete account and confirm passed (1s 297ms)
     Verify form title message: Login Form passed (418ms)
      Verify auth token was cleared from localStorage passed (273ms)",,"Delete account",,"Authentication","Delete account",
"dev.multistack.app.config.SecurityChainTest.corsPreflightAllowsConfiguredOrigin","CORS preflight for /api/items answers the configured dev origin","passed","17ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"dev.multistack.app.config.CorsConfigTest.corsForRequestIgnoresForeignOrigin","corsForRequest does not admit a foreign origin from another host","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.corsForRequestSkipsNonApiPaths","corsForRequest ignores non-API paths and null requests","passed","1ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.UserSeederTest.createsSeedUserWhenMissing","creates seed user when missing","passed","199ms",,,,,"UserSeeder",,"Authentication","User seeder",
"dev.multistack.app.service.JwtServiceTest.tokenRoundtrip","createToken and extractUsername roundtrip","passed","3ms",,,,,"JwtService",,"Authentication","JWT",
"tests.testinfra.TokensCssTest.defaultTokensPathResolvesExistingFile","defaultTokensPath resolves an existing tokens.css","passed","1ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"frontend-typescript-react:src/test/pwa/pwa-register.test.ts#pwa-register controllerchange reload defers register until load when immediate is false","defers register until load when immediate is false","passed","1ms",,,"expect([Function Mock]).not.toHaveBeenCalled() passed (0s)
 expect([Function Mock]).toHaveBeenCalledWith(""/sw.js"") passed (0s)","pwa-register controllerchange reload","pwa-register controllerchange reload",,"autotests-ai-multistack-app,autotests-ai-multistack-app","pwa-register controllerchange reload",
"tests.api.AuthApiTests.deleteRemovesAccount","DELETE /api/auth/me removes the account: repeated login is rejected","passed","1s 276ms",,,"API: register user darylmarquardt_132178 passed (480ms)
 API: delete current account passed (398ms)",,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.deleteAccountReturnsNoContent","DELETE /api/auth/me removes the authenticated account with 204","passed","14ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.deleteWithoutToken","DELETE /api/auth/me without a token returns 401","passed","386ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.deleteAccountRequiresAuthentication","DELETE /api/auth/me without token returns 401","passed","4ms",,,,,"AuthController,slice",,"Authentication","AuthController",
