Full Name,Name,Status,Duration,Error,Stack Trace,Steps,Parent Suite,Suite,Sub Suite,Epic,Feature,Story
"tests.e2e.LoginTests.shouldShowValidationErrorWhenUsernameIsEmpty","Empty username shows validation error","passed","935ms",,,"Open login page passed (300ms)
  Verify login form is mounted passed (159ms)
 Type password passed (91ms)
  Submit login form expecting validation error passed (108ms)
   Verify error message: Login is required (minimum 3 characters) passed (22ms)",,"Login",,"Authentication","Login",
"dev.multistack.app.repository.UserRepositoryTest.findByUsernameEmptyForUnknownUser","findByUsername is empty for an unknown user","passed","26ms",,,,,"UserRepository on real PostgreSQL,slice",,"Persistence","User repository",
"dev.multistack.app.repository.UserRepositoryTest.findByUsernameReturnsSavedUser","findByUsername returns the saved user with generated id and created_at","passed","10ms",,,,,"UserRepository on real PostgreSQL,slice",,"Persistence","User repository",
"tests.testinfra.TokensCssTest.firstExistingReturnsFirstHit","firstExisting returns the first path that exists","passed","2ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"tests.testinfra.TokensCssTest.firstExistingReturnsLastWhenNoneExist","firstExisting returns the last path when none exist","passed","1ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"tests.api.SeedDataApiTests.seededItemsAreReadyAfterDeploy","Flyway seed items Alpha, Beta, Gamma are present in PostgreSQL","passed","42ms",,,,,"Seed data on deployed stand",,"Deploy readiness","Seed data",
"dev.multistack.app.controller.AuthControllerTest.meReturnsProfile","GET /api/auth/me returns profile for authenticated user","passed","7ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.profileWithBearerToken","GET /api/auth/me returns the profile contract for a bearer token","passed","396ms",,,"API: login as user1 passed (234ms)",,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.profileWithGarbageToken","GET /api/auth/me with a garbage token returns 401","passed","24ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.config.SecurityChainTest.meWithRealBearerToken","GET /api/auth/me with a real bearer token passes the filter chain","passed","79ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"dev.multistack.app.config.SecurityChainTest.meWithTamperedToken","GET /api/auth/me with a tampered token returns 401","passed","7ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"dev.multistack.app.config.SecurityChainTest.meWithExpiredToken","GET /api/auth/me with an expired token returns 401","passed","179ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"tests.api.AuthApiTests.profileWithoutToken","GET /api/auth/me without a token returns 401","passed","29ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.meRequiresAuthentication","GET /api/auth/me without token returns 401","passed","4ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.BackendWiringApiTests.healthReportsActiveBackendService","GET /api/health — deployed service is the active backend module, not a neighbour","passed","28ms",,,,,"Backend wiring on deployed stand",,"Wired backend","Health and data source",
"dev.multistack.app.integration.ApplicationWiringIntegrationTest.healthReportsActiveBackendService","GET /api/health — full stack reports the active backend module","passed","970ms",,,,,"Application wiring on real PostgreSQL",,"Application wiring","PostgreSQL and Flyway",
"tests.api.HealthItemsApiTests.healthMatchesContract","GET /api/health matches the health contract and reports ok","passed","30ms",,,,,"Health and items API",,"Home","Health and items",
"dev.multistack.app.controller.ApiControllerTest.healthReturnsOk","GET /api/health returns ok","passed","11ms",,,,,"ApiController,slice",,"Home","ApiController",
"dev.multistack.app.integration.ApplicationWiringIntegrationTest.itemsAreWiredToPostgreSQL","GET /api/items — catalogue is served from PostgreSQL with Flyway seed","passed","58ms",,,,,"Application wiring on real PostgreSQL",,"Application wiring","PostgreSQL and Flyway",
"tests.api.BackendWiringApiTests.itemsAreWiredToPostgreSQL","GET /api/items — catalogue is served from PostgreSQL, not a stub or fallback","passed","54ms",,,,,"Backend wiring on deployed stand",,"Wired backend","Health and data source",
"tests.api.HealthItemsApiTests.itemsMatchContract","GET /api/items matches the items contract (typed rows, named source)","passed","32ms",,,,,"Health and items API",,"Home","Health and items",
"dev.multistack.app.controller.ApiControllerTest.itemsReturnsList","GET /api/items returns items from service","passed","15ms",,,,,"ApiController,slice",,"Home","ApiController",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [1] repeat(3, minmax(0, 1fr)), 3","passed","17ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [2] 603px 603px, 2","passed","1ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [3] 1fr, 1","passed","1ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [4] 316px, 1","passed","1ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [5] none, 0","passed","2ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [6] null, 0","passed","2ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [7] , 0","passed","2ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.testinfra.LayoutCssTest.gridColumnCountParsesGridTemplateColumns","gridColumnCount parses grid-template-columns [8]    , 0","passed","2ms",,,,,"LayoutCss",,"Test harness","Layout CSS",
"tests.e2e.HomeErrorStateTests.healthApiFailureShowsReadableError","Health API failure shows a readable error in the health panel","passed","4s 250ms",,,"Mock: switch scenario health to state error passed (588ms)
 Open home page passed (146ms)
  Verify home layout is mounted passed (174ms)
   Verify health panel shows a readable error: ✗ health: HTTP 500 passed (33ms)",,"Home error states (mock)",,"Home","Error states",
"dev.multistack.app.service.ItemServiceTest.healthReturnsOk","health returns ok status","passed","1ms",,,,,"ItemService",,"Home","ItemService",
"tests.e2e.HomeLayoutScreenshotTests.homeLayoutMatchesScreenshot","Home layout matches screenshot at 1280px","passed","2s 369ms",,,"Home layout panel is visible passed (21ms)
 Compare screenshot: home-layout-1280 passed (3ms)",,"Home layout screenshot",,"Home","Home layout",
"tests.e2e.HomeLayoutTests.homeLayoutIsMounted","Home shows embedded header and reference layout","passed","692ms",,,"Open home page passed (143ms)
 Verify embedded header is mounted passed (77ms)
  Verify home layout is mounted passed (55ms)",,"Home layout mount",,"Home","Home layout",
"dev.multistack.app.config.JwtAuthFilterTest.ignoresInvalidBearerToken","ignores invalid bearer token","passed","3ms",,,,,"JwtAuthFilter",,"Authentication","JWT filter",
"dev.multistack.app.config.JwtAuthFilterTest.ignoresNonBearerAuthorizationHeader","ignores non-bearer authorization header","passed","3ms",,,,,"JwtAuthFilter",,"Authentication","JWT filter",
"dev.multistack.app.repository.FlywayMigrationTest.insertAssignsIdentityId","insert into the migrated schema assigns an identity id","passed","42ms",,,,,"Flyway schema on real PostgreSQL,slice",,"Persistence","Flyway schema",
"tests.e2e.SessionTests.invalidTokenClearsSession","Invalid token clears session and hides welcome","passed","766ms",,,"Open home page with invalid local storage token passed (240ms)
 Verify home layout is mounted passed (75ms)
  Verify welcome panel stays hidden passed (18ms)
   Verify auth token was cleared from localStorage passed (8ms)",,"Session",,"Authentication","Session",
"dev.multistack.app.service.JwtServiceTest.isValidRejectsExpiredToken","isValid rejects expired token","passed","5ms",,,,,"JwtService",,"Authentication","JWT",
"dev.multistack.app.service.JwtServiceTest.isValidRejectsMalformedToken","isValid rejects malformed token","passed","0s",,,,,"JwtService",,"Authentication","JWT",
"dev.multistack.app.service.JwtServiceTest.isValidRejectsTamperedToken","isValid rejects tampered token","passed","1ms",,,,,"JwtService",,"Authentication","JWT",
"tests.e2e.HomeErrorStateTests.itemsApiFailureShowsReadableError","Items API failure shows a readable error, not a blank page","passed","815ms",,,"Mock: switch scenario items to state error passed (20ms)
 Open home page passed (146ms)
  Verify home layout is mounted passed (121ms)
   Verify items panel shows a readable error: ✗ items: HTTP 500 passed (37ms)",,"Home error states (mock)",,"Home","Error states",
"dev.multistack.app.service.ItemServiceTest.listItemsMapsRows","listItems maps repository rows to DTOs ordered by id","passed","77ms",,,,,"ItemService",,"Home","ItemService",
"dev.multistack.app.service.ItemServiceTest.listItemsReturnsEmptyWhenNoRows","listItems returns empty list when repository is empty","passed","1ms",,,,,"ItemService",,"Home","ItemService",
"tests.e2e.LoginFormTests.loginFormIsMounted","Login form fields and submit are visible","passed","861ms",,,"Open login page passed (317ms)
  Verify login form is mounted passed (145ms)
 Verify login form is mounted passed (73ms)
  Verify form title message: Login Form passed (26ms)",,"Login form mount",,"Authentication","Login form",
"tests.e2e.LoginScreenshotTests.loginFormMatchesScreenshot","Login form matches screenshot Login form matches screenshot at 1280px","passed","881ms",,,"Open login page passed (294ms)
  Verify login form is mounted passed (138ms)
 Login form panel is visible passed (23ms)
  Compare screenshot: login-1280 passed (1ms)",,"Login,Login form screenshot","screenshot","Authentication","Login form",
"tests.e2e.LoginScreenshotTests.loginFormMatchesScreenshot","Login form matches screenshot Login form matches screenshot at 390px","passed","1s 33ms",,,"Open login page passed (287ms)
  Verify login form is mounted passed (140ms)
 Login form panel is visible passed (30ms)
  Compare screenshot: login-390 passed (0s)",,"Login,Login form screenshot","screenshot","Authentication","Login form",
"tests.e2e.LoginScreenshotTests.loginFormMatchesScreenshot","Login form matches screenshot Login form matches screenshot at 768px","passed","842ms",,,"Open login page passed (272ms)
  Verify login form is mounted passed (122ms)
 Login form panel is visible passed (24ms)
  Compare screenshot: login-768 passed (0s)",,"Login,Login form screenshot","screenshot","Authentication","Login form",
"dev.multistack.app.service.AuthServiceTest.loginUnknownUser","login rejects unknown username","passed","1ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.service.AuthServiceTest.loginWrongPassword","login rejects wrong password","passed","3ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.service.AuthServiceTest.loginWithValidCredentials","login returns token for valid credentials","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.repository.FlywayMigrationTest.migrationsSeedItems","migrations apply and seed the items catalogue (V1)","passed","175ms",,,,,"Flyway schema on real PostgreSQL,slice",,"Persistence","Flyway schema",
"tests.e2e.RegisterTests.shouldRegisterNewUser","New user can register and land on home","passed","1s 403ms",,,"Open register page passed (137ms)
 Fill and submit register form passed (709ms)
   Type username: christelstrosin_333525 passed (221ms)
   Type password passed (98ms)
   Type confirm password passed (101ms)
   Submit register form passed (288ms)
  Verify welcome message: Welcome, christelstrosin_333525! passed (37ms)",,"Register",,"Authentication","Register",
"dev.multistack.app.config.SecurityChainTest.nonApiDenied","non-API paths are denied","passed","6ms",,,,,"Security chain with real JWT filter,slice",,"Security","Security chain",
"tests.e2e.HomeTests.pageLoadFetchesItems","Page load fetches health and items from API","passed","812ms",,,"Open home page passed (153ms)
 Verify home layout is mounted passed (134ms)
  Verify health status contains: service: backend-java-spring passed (44ms)
   Verify items list contains: Alpha passed (46ms)",,"Home",,"Home","Home load",
"tests.testinfra.TokensCssTest.parseRootTokensRejectsMissingRootBlock","parseRootTokens rejects css without :root block","passed","2ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"dev.multistack.app.config.JwtAuthFilterTest.passesThroughWithoutAuthorizationHeader","passes through when Authorization header is missing","passed","4ms",,,,,"JwtAuthFilter",,"Authentication","JWT filter",
"tests.e2e.RegisterTests.shouldShowErrorWhenPasswordsDoNotMatch","Password mismatch shows validation error","passed","1s 87ms",,,"Open register page passed (135ms)
 Type username: newuser passed (206ms)
  Type password passed (104ms)
   Type confirm password passed (109ms)
    Submit register form expecting validation or API error passed (94ms)
     Verify error message: Passwords do not match passed (33ms)",,"Register",,"Authentication","Register",
"tests.testinfra.LocalChromePinTest.pinnedVersionIsFullBuildNumber","pinnedVersion is a full Chrome for Testing build number","passed","1ms",,,,,"LocalChromePin",,"Test harness","LocalChromePin",
"tests.api.AuthApiTests.loginRejectsMalformedJson","POST /api/auth/login answers a malformed JSON body with 400, not 401","passed","33ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.loginWithUnknownUsername","POST /api/auth/login answers an unknown user with the same 401 (no enumeration)","passed","407ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.loginRejectsEmptyCredentials","POST /api/auth/login joins both field errors into one 400 message","passed","46ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.loginInvalidCredentials","POST /api/auth/login maps invalid credentials to 401","passed","6ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.loginRejectsShortUsername","POST /api/auth/login rejects a short username with 400 and a field message","passed","36ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.loginWithInvalidPassword","POST /api/auth/login rejects a wrong password with 401","passed","143ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.loginRejectsBlankCredentials","POST /api/auth/login rejects blank credentials with 400 joining both field errors","passed","15ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"dev.multistack.app.controller.AuthControllerTest.loginReturnsOk","POST /api/auth/login returns 200","passed","6ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.loginWithValidCredentials","POST /api/auth/login returns the auth contract for a seeded user","passed","142ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.logoutReturnsNoContent","POST /api/auth/logout returns 204","passed","32ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.logoutReturnsNoContent","POST /api/auth/logout returns 204","passed","4ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.registerRejectsMalformedJson","POST /api/auth/register answers a malformed JSON body with 400, not 401","passed","39ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.registerNewUser","POST /api/auth/register creates a user, returns the auth contract, and cleans up","passed","175ms",,,"API: delete current account passed (27ms)",,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.registerDuplicateUsername","POST /api/auth/register maps duplicate username to 409","passed","8ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.api.AuthApiTests.registerDuplicateUsername","POST /api/auth/register rejects a duplicate username with 409","passed","51ms",,,,,"Auth API",,"Authentication","Authentication",
"tests.api.AuthApiTests.registerRejectsShortPassword","POST /api/auth/register rejects a short password with 400 and a field message","passed","3s 361ms",,,,,"Auth API",,"Authentication","Authentication",
"dev.multistack.app.controller.AuthControllerTest.registerRejectsUnreadableBody","POST /api/auth/register rejects an unreadable body with 400","passed","6ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"dev.multistack.app.controller.AuthControllerTest.registerRejectsShortPassword","POST /api/auth/register rejects short password with 400 and a field message","passed","127ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"dev.multistack.app.controller.AuthControllerTest.registerReturnsCreated","POST /api/auth/register returns 201","passed","10ms",,,,,"AuthController,slice",,"Authentication","AuthController",
"tests.testinfra.ConfigReaderTest.privateConstructorIsReachable","private constructor keeps utility class closed","passed","4ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"dev.multistack.app.service.AuthServiceTest.profileUnknownUser","profile rejects unknown username","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.service.AuthServiceTest.profileForExistingUser","profile returns username for existing user","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"tests.api.AuthRoundTripApiTests.accountLifecycleRoundTrip","register → login → me → logout (stateless: token survives) → delete → me is 401","passed","376ms",,,,,"Auth account lifecycle on deployed stand",,"Authentication","Account lifecycle",
"dev.multistack.app.integration.AuthLifecycleIntegrationTest.accountLifecycleRoundTrip","register → login → me → logout (stateless: token survives) → delete → me is 401","passed","427ms",,,,,"Auth account lifecycle in-process",,"Authentication","Account lifecycle",
"tests.e2e.RegisterFormTests.registerFormIsMounted","Register form fields and submit are visible","passed","758ms",,,"Open register page passed (148ms)
 Verify register form is mounted passed (166ms)
  Verify form title message: Register passed (35ms)",,"Register form mount",,"Authentication","Register form",
"dev.multistack.app.service.AuthServiceTest.registerLosesUniqueConstraintRace","register maps a lost unique-constraint race to 409","passed","2ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.service.AuthServiceTest.registerDuplicateUsername","register rejects duplicate username","passed","1ms",,,,,"AuthService",,"Authentication","AuthService",
"dev.multistack.app.service.AuthServiceTest.registerCreatesUser","register saves user and returns auth response","passed","3ms",,,,,"AuthService",,"Authentication","AuthService",
"tests.testinfra.HarViewerHtmlTest.renderBuildsSelenoidLikeTableWithDetailsWithoutEmbeddedHarDataUri","renderBuildsSelenoidLikeTableWithDetailsWithoutEmbeddedHarDataUri()","passed","14ms",,,,,"tests.testinfra.HarViewerHtmlTest",,"Test harness","HAR viewer",
"tests.testinfra.ConfigReaderTest.resolveApiBaseUrlFailsWhenBothEmpty","resolveApiBaseUrl fails fast when apiBaseUrl and hubUrl are empty","passed","6ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveApiBaseUrlFallsBackToHubUrl","resolveApiBaseUrl falls back to hubUrl when apiBaseUrl is empty","passed","6ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveApiBaseUrlPrefersExplicitKey","resolveApiBaseUrl prefers apiBaseUrl over hubUrl","passed","85ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveApiBaseUrlUsesLoadedConfig","resolveApiBaseUrl uses loaded config","passed","1ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlAddsTrailingSlash","resolveBaseUrl adds trailing slash to HTTP baseUrl","passed","2ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlFailsWhenBothEmpty","resolveBaseUrl fails fast when baseUrl and basePath are empty","passed","4ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlFailsWhenBasePathMissing","resolveBaseUrl fails when basePath directory is missing","passed","4ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlKeepsTrailingSlash","resolveBaseUrl keeps trailing slash on baseUrl","passed","2ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlFromBasePath","resolveBaseUrl maps basePath to file URL with trailing slash","passed","18ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlResolvesRelativeBasePath","resolveBaseUrl resolves relative basePath against user dir","passed","7ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.ConfigReaderTest.resolveBaseUrlUsesLoadedConfig","resolveBaseUrl uses loaded config","passed","1ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"tests.testinfra.TokensCssTest.resolveTokensCssPathFallsBackToBackendCandidate","resolveTokensCssPath falls back to backend candidate","passed","1ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"tests.testinfra.TokensCssTest.resolveTokensCssPathPrefersFrontendCandidate","resolveTokensCssPath prefers frontend candidate","passed","3ms",,,,,"TokensCss",,"Test harness","Tokens CSS",
"tests.testinfra.ConfigReaderTest.resolveWebBaseUrlStripsTrailingSlashFromLoadedConfig","resolveWebBaseUrl strips trailing slash from loaded config","passed","2ms",,,,,"ConfigReader",,"Test harness","ConfigReader",
"dev.multistack.app.config.CorsConfigTest.sameHostUsesServerName","sameHost falls back to server name when Host header is absent","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.sameHostFallsBackWhenHostHeaderBlank","sameHost falls back to server name when Host header is blank","passed","1s 369ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.sameHostUsesHostHeader","sameHost matches Origin host to the Host header","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"dev.multistack.app.config.CorsConfigTest.sameHostRejectsInvalidOrigin","sameHost rejects malformed and host-less origins","passed","2ms",,,,,"CorsConfig",,"Security","CORS",
"tests.testinfra.AllureHttpHtmlTest.sanitizerStripsStyleAndScriptThenDarkThemeInjectsIntoHead","sanitizerStripsStyleAndScriptThenDarkThemeInjectsIntoHead()","passed","55ms",,,,,"tests.testinfra.AllureHttpHtmlTest",,,,
"tests.testinfra.ScreenshotHelperTest.screenshotModeMapsEnvToStandFolder","screenshotMode maps env to a stand folder  → prod","passed","2ms",,,,,"ScreenshotHelper",,"Test harness","ScreenshotHelper",
"tests.testinfra.ScreenshotHelperTest.screenshotModeMapsEnvToStandFolder","screenshotMode maps env to a stand folder ci → prod","passed","1ms",,,,,"ScreenshotHelper",,"Test harness","ScreenshotHelper",
"tests.testinfra.ScreenshotHelperTest.screenshotModeMapsEnvToStandFolder","screenshotMode maps env to a stand folder mock → mock","passed","5ms",,,,,"ScreenshotHelper",,"Test harness","ScreenshotHelper",
"tests.testinfra.ScreenshotHelperTest.screenshotModeMapsEnvToStandFolder","screenshotMode maps env to a stand folder prod → prod","passed","2ms",,,,,"ScreenshotHelper",,"Test harness","ScreenshotHelper",
"tests.testinfra.ScreenshotHelperTest.screenshotModeMapsEnvToStandFolder","screenshotMode maps env to a stand folder stage → stage","passed","2ms",,,,,"ScreenshotHelper",,"Test harness","ScreenshotHelper",
